CAB,PROPINSI,KOTA/KABUPATEN,KECAMATAN,KELURAHAN
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BANJARNEGARA , KRANDEGAN 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BANJARNEGARA , KUTABANJARNEGARA (KUTA BANJARNEGARA) 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , PURWOREJA KLAMPOK (PURWOREJO KLAMPOK) , PURWAREJA (PURWOREJO) 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BANJARNEGARA , SEMARANG 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BANJARNEGARA , WANGON 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , WANADADI (WONODADI) , WWANADADI 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , KARANGKOBAR , LEKSANA 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BATUR , DIENG KULON 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BAWANG , PUCANG 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , WANADADI (WONODADI) , LINGGASARI 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , WANAYASA , WANAYASA 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , WANADADI (WONODADI) , TAPEN 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BANJARNEGARA , PARAKANCANGGAH 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BAWANG , GEMURUH 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BAWANG , MANTRIANOM 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , MADUKARA , REJASA 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , SUSUKAN , SUSUKAN 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , MADUKARA , PETAMBAKAN 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , PURWANEGARA (PURWONEGORO) , PURWONEGORO 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , PURWOREJA KLAMPOK (PURWOREJO KLAMPOK) , KALIWINASUH 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , PURWANEGARA (PURWONEGORO) , GUMIWANG 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , BATUR , KARANGTENGAH 
YOGYAKARTA, JAWA TENGAH , BANJARNEGARA , PURWOREJA KLAMPOK (PURWOREJO KLAMPOK) , KALIMANDI 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , PIYUNGAN , SRIMULYO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , BANTUL , BANTUL 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , SEWON , BANGUNHARJO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , KASIHAN , NGESTIHARJO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , BANGUNTAPAN , BANGUNTAPAN 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , IMOGIRI , IMOGIRI 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , KASIHAN , TAMANTIRTO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , SEWON , PANGGUNGHARJO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , KASIHAN , BANGUNJIWO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , IMOGIRI , WUKIRSARI 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , BANGUNTAPAN , BATURETNO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , BANGUNTAPAN , TAMANAN 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , KRETEK , PARANGTRITIS 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , SEWON , PENDOWOHARJO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , PAJANGAN , SENDANGSARI 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , KASIHAN , TIRTONIRMOLO 
YOGYAKARTA, DI YOGYAKARTA , BANTUL , PAJANGAN , GUWOSARI 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , WANGON , BANTERAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , AJIBARANG , AJIBARANG KULON 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SOKARAJA , SOKARAJA TENGAH 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , GRENDENG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , PURWANEGARA 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO BARAT , KEDUNGWULUH 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO BARAT , BANTARSOKA 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO TIMUR , PURWOKERTO WETAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO TIMUR , PURWOKERTO LOR 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO BARAT , KOBER 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , BATURRADEN (BATURADEN) , REMPOAH 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , KARANGLEWAS , PASIR KULON 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , BOBOSAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , JATILAWANG , TUNJUNG (TANJUNG) 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SOKARAJA , SOKARAJA KIDUL 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , PABUARAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , RAWALO , BANJARPARAKAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , BATURRADEN (BATURADEN) , PURWOSARI 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , WANGON , KLAPAGADING 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , KEMBARAN , LEDUG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , CILONGOK , PERNASIDI 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PATIKRAJA , NOTOG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO SELATAN , KARANGKLESEM (KARANG KLESEM) 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO TIMUR , ARCAWINANGUN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , KEMBARAN , DUKUHWALUH 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SUMPIUH , KRADENAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO SELATAN , KARANGPUCUNG (KARANG PUCUNG) 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , BANCARKEMBAR 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO BARAT , PASIRMUNCANG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , KEMBARAN , TAMBAKSARI KIDUL 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO UTARA , SUMAMPIR 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO SELATAN , TELUK 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO BARAT , PASIR KIDUL 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO SELATAN , PURWOKERTO KULON 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO TIMUR , SOKANEGARA 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , PURWOKERTO SELATAN , PURWOKERTO KIDUL 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SOKARAJA , KARANGKEDAWUNG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SOKARAJA , PAMIJEN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , BANYUMAS , SUDAGARAN 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , WANGON , KLAPAGADING KULON 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , AJIBARANG , PANCURENDANG 
YOGYAKARTA, JAWA TENGAH , BANYUMAS , SOKARAJA , KARANGRAU 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP SELATAN , TAMBAKREJA 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP SELATAN , SIDAKAYA 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP TENGAH , GUNUNGSIMPING 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP SELATAN , TEGALREJA (TEGALREJO) 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP TENGAH , SIDANEGARA 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP UTARA , KEBONMANIS 
YOGYAKARTA, JAWA TENGAH , CILACAP , ADIPALA , ADIPALA 
YOGYAKARTA, JAWA TENGAH , CILACAP , KROYA , BAJING KULON 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP TENGAH , DONAN 
YOGYAKARTA, JAWA TENGAH , CILACAP , MAOS , MAOS LOR 
YOGYAKARTA, JAWA TENGAH , CILACAP , SAMPANG , SAMPANG 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP UTARA , MERTASINGA 
YOGYAKARTA, JAWA TENGAH , CILACAP , KROYA , KROYA 
YOGYAKARTA, JAWA TENGAH , CILACAP , KESUGIHAN , SLARANG 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP UTARA , GUMILIR 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP SELATAN , CILACAP 
YOGYAKARTA, JAWA TENGAH , CILACAP , CILACAP UTARA , TRITIH KULON 
YOGYAKARTA, JAWA TENGAH , CILACAP , KESUGIHAN , KARANGKANDRI 
YOGYAKARTA, JAWA TENGAH , CILACAP , BINANGUN , BINANGUN 
YOGYAKARTA, JAWA TENGAH , CILACAP , NUSAWUNGU , DANASRI 
YOGYAKARTA, JAWA TENGAH , CILACAP , NUSAWUNGU , JETIS 
YOGYAKARTA, JAWA TENGAH , CILACAP , NUSAWUNGU , NUSAWUNGU 
YOGYAKARTA, JAWA TENGAH , CILACAP , KESUGIHAN , PLANJAN 
YOGYAKARTA, JAWA TENGAH , CILACAP , KROYA , KARANGMANGU 
YOGYAKARTA, JAWA TENGAH , CILACAP , KROYA , MUJUR 
YOGYAKARTA, JAWA TENGAH , CILACAP , ADIPALA , KALIKUDI 
YOGYAKARTA, JAWA TENGAH , CILACAP , KROYA , BUNTU 
YOGYAKARTA, JAWA TENGAH , CILACAP , BINANGUN , WIDARAPAYUNG WETAN 
YOGYAKARTA, JAWA TENGAH , CILACAP , NUSAWUNGU , BANJARSARI 
YOGYAKARTA, JAWA TENGAH , CILACAP , SAMPANG , KARANGJATI 
YOGYAKARTA, JAWA TENGAH , CILACAP , NUSAWUNGU , KARANGTAWANG 
YOGYAKARTA, JAWA TENGAH , CILACAP , SAMPANG , KARANGTENGAH 
YOGYAKARTA, JAWA TENGAH , CILACAP , JERUKLEGI , TRITIH LOR 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , GOMBONG , WONOKRIYO 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , PREMBUN , PREMBUN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , GOMBONG , GOMBONG 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KUTOWINANGUN , KUTOWINANGUN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , PETANAHAN , PETANAHAN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KARANGANYAR , KARANGANYAR 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , BUMIREJO 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , SEMPOR , JATINEGARA (JATINEGORO) 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , KEBUMEN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , SEMPOR , SELOKERTO 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , TAMANWINANGUN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , KAWEDUSAN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , KEMBARAN 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , KUTOSARI 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KLIRONG , PODOLUHUR 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , ROWOKELE , ROWOKELE 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , PANJER 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , AYAH , DEMANGSARI 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , SELANG 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , KEBUMEN , WONOSARI 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , ALIAN/ALIYAN , BOJONGSARI 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , AMBAL , KEMBANGSAWIT 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , SRUWENG , GIWANGRETNO 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , PURING , KALENG 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , BUAYAN , ROGODONO 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , BULUSPESANTREN , AYAMPUTIH 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , BUAYAN , PURBOWANGI 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , ROWOKELE , JATILUHUR 
YOGYAKARTA, JAWA TENGAH , KEBUMEN , PURING , TAMBAKMULYO 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , WATES , WATES 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , SENTOLO , SENTOLO 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , TEMON , TEMON WETAN 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , TEMON , GLAGAH 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , WATES , GIRIPENI (GIRI PENI) 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , PENGASIH , PENGASIH 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , WATES , SOGAN 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , PENGASIH , TAWANGSARI 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , NANGGULAN , JATISARONO (JATI SARONO) 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , GALUR , BROSOT 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , TEMON , KEDUNDANG 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , WATES , TRIHARJO 
YOGYAKARTA, DI YOGYAKARTA , KULON PROGO , SENTOLO , SUKORENO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG TENGAH , REJOWINANGUN UTARA 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNTILAN , PUCUNGREJO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , SECANG , SECANG 
YOGYAKARTA, JAWA TENGAH , MAGELANG , BOROBUDUR , BOROBUDUR 
YOGYAKARTA, JAWA TENGAH , MAGELANG , GRABAG , GRABAG 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG TENGAH , MAGELANG 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG UTARA , KEDUNGSARI 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG UTARA , POTROBANGSAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG SELATAN , MAGERSARI 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , SUMBERREJO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , BANYUROJO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , BULUREJO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG UTARA , KRAMAT SELATAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNGKID , MUNGKID 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG TENGAH , PANJANG 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MAGELANG SELATAN , JURANGOMBO SELATAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , DEYANGAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , MERTOYUDAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , SALAM , JUMOYO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNTILAN , GUNUNGPRING 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNGKID , PABELAN 
YOGYAKARTA, JAWA TENGAH , MAGELANG , TEGALREJO , BANYUURIP 
YOGYAKARTA, JAWA TENGAH , MAGELANG , BOROBUDUR , TUKSONGO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , CANDIMULYO , SUROJOYO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , BANJARNEGORO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , SECANG , PANCURANMAS 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNGKID , BUMIREJO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MUNGKID , NGRAJEK 
YOGYAKARTA, JAWA TENGAH , MAGELANG , BOROBUDUR , WRINGINPUTIH 
YOGYAKARTA, JAWA TENGAH , MAGELANG , MERTOYUDAN , KALINEGORO 
YOGYAKARTA, JAWA TENGAH , MAGELANG , SAWANGAN , SAWANGAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BOBOTSARI , BOBOTSARI 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KALIMANAH , KALIKABONG 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , KEDUNGMENJANGAN (KEDUNG MENJANGAN) 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , PURBALINGGA WETAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KARANGMONCOL , PEKIRINGAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BUKATEJA , BUKATEJA 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , REMBANG , MAKAM 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , PURBALINGGA KULON 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , KEMBARAN KULON 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , PURBALINGGA LOR 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KEMANGKON , PANICAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BOJONGSARI , BOJONGSARI 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KKALIGONDANG , KKALIGONDANG 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KKALIGONDANG , KALIKAJAR 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KALIMANAH , MEWEK 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PADAMARA , BOJANEGARA 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KKALIGONDANG , PENARUBAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BOJONGSARI , GEMBONG 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KALIMANAH , BABAKAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BOBOTSARI , KARANGDUREN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PADAMARA , PADAMARA 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KEMANGKON , JETIS 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KUTASARI , MUNJUL 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KALIMANAH , JOMPO 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PENGADEGAN , PENGADEGAN (PANGADEGAN) 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KARANGMONCOL , PEPEDAN 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KALIMANAH , KARANGMANYAR 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BUKATEJA , BAJONG 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KERTANEGARA , KASIH 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BOBOTSARI , TLAGAYASA 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , BUKATEJA , KARANGCENGIS 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , PURBALINGGA , BANCAR 
YOGYAKARTA, JAWA TENGAH , PURBALINGGA , KEJOBONG , TIMBANG 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , KUTOARJO , KUTOARJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWODADI , PURWODADI 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWOREJO , PANGENREJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , KUTOARJO , BANDUNG 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWOREJO , PURWOREJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWOREJO , SINDURJAN 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWOREJO , PANGENJURUTENGAH (PANGENJURU TENGAH) 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BAYAN , DUKUHREJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , GRABAG , UKIRSARI 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , KUTOARJO , KATERBAN 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BUTUH , KALIWATUBUMI 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , NGOMBOL , DEPOKREJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BAYAN , BESOLE 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWOREJO , CANGKREPLOR (CANGKREP LOR) 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BAGELEN , BAGELEN 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BAYAN , SUCENJURUTENGAH (SUCENJURU TENGAH) 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , LOANO , LOANO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BANYUURIP , BOROKULON (BORO KULON) 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , KUTOARJO , SEMAWUNG DALEMAN 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , PURWODADI , JOGORESAN 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , KEMIRI , KEMIRI KIDUL 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BANYUURIP , CONDONGSARI 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , LOANO , TRIREJO 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , GRABAG , SANGUBANYU 
YOGYAKARTA, JAWA TENGAH , PURWOREJO , BENER , KALIBOTO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , NGAGLIK , SARIHARJO (SARI HARJO) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , PAKEM , PAKEMBINANGUN (PAKEM BINANGUN) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GAMPING , AMBARKETAWANG 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MLATI , SINDUADI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , SLEMAN , TRIHARJO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MLATI , SENDANGADI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , NGAGLIK , SARDONOHARJO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GAMPING , BANYURADEN 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GODEAN , SIDOARUM 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GAMPING , TRIHANGGO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , NGAGLIK , MINOMARTANI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , NGAGLIK , SINDUHARJO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MOYUDAN , SUMBERAGUNG (SUMBER AGUNG) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GAMPING , BALECATUR 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GODEAN , SIDOKARTO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GODEAN , SIDOAGUNG 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GODEAN , SIDOMOYO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MLATI , SUMBERADI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , SLEMAN , PANDOWOHARJO (PANDOWO HARJO) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , NGAGLIK , SUKOHARJO (SUKO HARJO) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GODEAN , SIDOLUHUR 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , SEYEGAN , MARGOLUWIH 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MLATI , TLOGOADI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , GAMPING , NOGOTIRTO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , MOYUDAN , SUMBERSARI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , SEYEGAN , MARGOMULYO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , TEMPEL , MARGOREJO (MARGO REJO) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , TEMPEL , LUMBUNGREJO (LUMBUNG REJO) 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , SLEMAN , TRIDADI 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , TURI , DONOKERTO 
YOGYAKARTA, DI YOGYAKARTA , SLEMAN , PAKEM , PURWOBINANGUN (PURWO BINANGUN) 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , JAMPIROSO 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , KRANGGAN , KRANGGAN 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , TEMANGGUNG II 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , NGADIREJO , NGADIREJO 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , MANDING 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , PARAKAN , PARAKAN KAUMAN 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , BULU , NGIMBRANG 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , KOWANGAN 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , BANYUURIP 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , CANDIROTO , MUNTUNG 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , KRANGGAN , PARE 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , PRINGSURAT , REJOSARI 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , PARAKAN , MANDISARI 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , JUMO , GEDONGSARI 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , PARAKAN , TRAJI 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , BULU , CAMPURSARI 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , PRINGSURAT , KUPEN 
YOGYAKARTA, JAWA TENGAH , TEMANGGUNG , TEMANGGUNG , GIYANTI 
